CVX,CAT,MRK,TRV,AMGN
0.026345846009704132,0.01880348821334432,0.005399952572991307,0.010891883483800324,0.006779943429289004
0.004599916840015261,-0.001996681581844295,0.0010986202422884617,0.028156284792971054,0.0010932064656870022
-0.008935891247613514,-0.021225775492214605,-0.036580860052818576,-0.003763166873534285,-0.021360261703085026
0.012518469480043537,-0.0108678025117116,-0.005695429289352627,-0.0009880937252647604,-0.008614486083359796
0.019649792433842572,0.00710642364025893,-0.012474443197487584,-0.0033158282415408635,0.006393109047213352
-0.01522916098493532,0.00840758271662545,-0.00863632194561259,0.006829008970367978,0.07819989256149862
0.009894296394178603,0.010421841813945454,-0.004940931980295438,0.0013332996535637687,-0.01584988235489493
-0.012700445412738182,-0.002603206004449854,0.00039203460877446084,-0.001736929242598051,-0.0352881627805538
0.02036167597239591,-0.009011580370715477,0.0010449125826217376,-0.003885645861681719,-0.0027096094059284592
-0.015416790605911057,-0.006708421772385398,-0.0022181299121692977,-0.005763775990625275,-0.008795230078395999
-0.007319740754222814,0.017609663886716476,0.017523164595282692,0.004860345062811522,-0.0014714783524298891
0.0002980623791901671,0.0011306946654126016,-0.0075824698404823865,0.0039043504873133017,-0.005715756536488148
-0.005137891175614362,-0.04370451397871877,-0.011136986332679899,-0.00975204127324869,-0.004401424443462365
-0.0014220394521832214,-0.014326884942474805,0.0001308699911797273,0.00023452414566471624,-0.0041049161228924325
-0.0076450390641438215,-0.003855189290973504,-0.005499577579862747,0.00263727368801292,0.0028989138805610715
0.023791575348207195,-0.023743435349026454,-0.0014483333525630027,-0.005494525964258035,-0.0018518135352044718
-0.005164136591145785,-0.010606902812306696,-0.030722541129451386,-0.02139419305937129,-0.007827970704425091
0.04100865303705392,0.012832164458178141,0.03822615973617616,0.04168170813146044,0.03539008785496245
0.025787058000964036,0.0027799586753347594,0.003406675260486214,-0.009282874466151059,-0.0024226043822236365
0.0397221153355638,-0.02532263400935364,-0.003134026808990109,-0.023336875632602117,-0.005607485845067206
0.029521873439079194,0.05349235169739419,0.0043228026314383605,0.034918251961327806,0.01500818313933161
0.013494255710911895,0.0116298041840317,0.006260588175157844,-0.0004605327914325441,0.017717305013012385
0.015554965258425257,0.004157019903444192,0.008814081724631162,-0.0011521183890252917,0.0011606567759563369
0.021367801735652003,0.005315291553723567,-0.001284950186215772,-0.02081903570213195,0.006225553738616663
0.05239451287031005,0.06761566919477002,-0.010034731108279904,-0.007891944826204589,-0.013910255256516346
-0.02498097910785202,-0.0010476233014334868,0.010916130009084979,0.022677003062922196,0.001557791405634168
0.027365145075851416,0.009581414769089136,0.0012856243660459565,0.0030343974367528226,-0.019485064883357217
0.00046826214908990416,0.014353850505545829,0.004750161881470483,0.010704611559543942,0.008371974132056703
-0.024458758336044495,0.0028395228457909205,0.002707318310976037,0.019858305958945,0.001573035657314703
