AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,TRV,UNH,V,VZ,WBA,WMT
57758000,1696800,2390100,6210600,3066500,8376200,12649300,5723400,12220500,4040000,3307200,2798100,1996200,2455700,31346800,6088000,20196500,13984700,2168900,1693000,5757800,21317700,4854700,1005300,5384300,4282900,17226700,4177200,4566600
63646600,2472800,3073400,6150700,4100100,9407600,19290800,10697700,14914200,5948400,14448300,3988900,3281300,2986500,34759100,6053300,14292900,18327800,3640200,3510900,10241100,29831300,6172200,3883700,4495600,6101100,28697000,6820200,5040800
69672800,2218100,2762400,5403100,3361400,7812600,19882200,8899200,11384500,5641500,5585200,2952200,5101400,6445600,44199600,7047800,13392600,19679400,3276500,4258500,8799500,30028700,6828800,1750300,4398200,6558000,22976500,7128400,7558100
58280400,2090500,3852300,5813500,4885200,7070100,19118600,5907200,10973600,4997500,3100400,5359300,4549100,4833900,36886600,6939500,13303400,14894500,2845400,4979700,6772900,28623000,5273500,1461600,4549600,4853100,24812600,6165200,5780700
79972200,2574100,3953900,5467800,2963300,10117500,21842200,10467000,14540500,6709400,11243700,3723700,3976500,7152700,35026300,8606400,13075000,14226400,2587400,4373100,9211000,35323400,5664900,1625500,3519500,5206500,23151900,5596000,9841500
81760300,2025000,3608700,5481900,2610200,19922900,15180500,8381300,11479100,5213700,4915700,3237900,2799700,5898400,38795800,8425400,10487100,12613400,2434000,3412200,8998800,31934000,5581600,1569100,3418700,5501500,34249300,6287600,4383300
66435100,1596900,2348400,4753700,3511200,6390200,14872700,5989000,8606700,5262500,2372000,2127900,3217300,4407600,24855100,10541800,6945000,10103300,2517300,10276500,7424200,40234400,5486200,2637600,3036300,5274900,32143900,6016600,4556500
65799300,1910600,2916500,16106500,2424900,9390500,14638700,6727500,10008000,5491500,1985200,2060400,2154700,7347500,28268000,7099800,8967000,11265800,3097400,5993200,6168000,66526600,5933700,2175200,3037300,4729600,26527000,5347600,4163900
54105100,2522100,3640300,7288100,2677200,13354600,12952700,14307800,9204400,8002500,1919200,3555300,1927300,17548500,56088100,6946100,7487600,11884800,2222500,4625600,9672700,33454500,5838800,1652000,3005000,7043400,19568100,4267900,5273000
70492800,2109500,13993300,5219200,2781400,9870200,13414200,19633700,10242900,6773000,2427400,2760800,2122400,8140700,148424600,6054500,7488700,14085800,2202500,4113400,7782700,26480800,5728900,1357400,3166800,11379400,17251300,5950100,6135900
