AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,TRV,UNH,V,VZ,WBA,WMT
162.465012,220.186279,175.612579,194.910004,178.645782,208.889999,52.847542,146.031586,145.699997,55.023586,321.64856,312.390686,180.869614,117.00872,45.375687,160.82724,132.092163,60.189281,235.68454,140.204437,73.962433,292.816162,130.814514,164.302841,470.227905,207.738556,50.643906,43.453465,133.885422
165.809875,223.490875,177.831665,197.809998,188.201965,210.389999,54.327892,150.342712,147.339996,57.017265,329.665314,319.335968,183.667374,119.428932,47.362446,162.827759,134.831787,60.636063,236.972961,142.596878,74.282158,298.018219,134.237732,170.040009,479.242462,207.251434,51.144577,44.554039,134.05278
165.481369,227.450531,177.417435,188.850006,190.390717,204.75,54.250488,152.371475,145.570007,57.469929,326.764404,316.399811,184.731323,121.424873,46.451447,165.220566,133.873383,60.674911,232.753586,143.64296,74.747208,293.779144,132.545929,169.9617,480.437195,206.008804,51.635811,45.104332,137.134338
162.435135,227.714523,170.57283,180.839996,191.182175,203.009995,54.676205,154.741608,140.720001,56.660904,323.089233,316.302307,184.642639,122.090187,46.587124,166.201218,130.107635,60.772038,231.927429,142.122253,75.406036,287.762939,130.081726,169.765884,492.344666,199.109695,52.060913,46.069744,140.609711
158.582581,229.132172,156.942795,169.169998,192.198364,196.229996,53.786068,158.048096,133.5,55.842243,315.464539,314.848785,179.451019,121.55986,46.209156,168.878403,125.083389,59.324856,220.636444,138.780609,75.309143,276.892181,123.398155,166.231522,480.713623,189.576202,51.654705,45.364994,139.477509
156.730942,225.944885,157.850143,173.800003,205.193985,192.080002,52.634682,166.328949,131.75,55.707405,314.954926,308.966827,180.514969,121.183815,46.03471,165.455917,124.202454,56.974396,219.121796,140.83403,74.553436,273.85434,120.195206,164.919632,467.473175,190.580261,50.303822,45.828392,136.592865
162.216125,226.29686,166.331909,178.559998,204.979019,203.160004,54.105354,162.173889,133.649994,57.595139,326.930969,311.282806,182.642853,121.704498,46.160698,166.083527,129.178299,57.265774,218.807053,141.996353,75.367271,286.412811,125.887138,168.659515,479.430084,198.582825,50.143234,46.455914,137.301727
157.806091,221.887451,167.268875,178.389999,206.943008,200.149994,52.934624,166.611801,133.639999,58.394539,323.314636,312.009003,181.618317,119.90139,45.220623,166.377731,127.648758,56.216805,218.344803,139.410187,75.464165,283.523834,124.974846,169.171295,485.22583,196.803375,50.284931,46.407642,140.422653
154.033142,223.745087,165.592239,176.229996,209.913437,197.899994,52.915268,166.689819,131.75,58.664215,320.472534,310.880432,179.529861,119.525345,44.416225,166.07373,124.773613,56.255653,223.134628,136.533463,75.822632,278.043823,121.60331,170.982208,478.175049,195.550812,50.105442,45.799431,139.871338
149.94165,224.097046,170.415024,175.520004,210.509491,193.119995,52.537922,162.612793,129.029999,58.057442,318.492889,312.421143,180.475555,119.506065,43.030338,168.368469,126.012726,57.293079,222.455978,138.974335,76.027908,274.440063,116.585678,174.377625,483.175995,199.149475,49.595322,46.253178,141.820679
154.391541,226.394623,173.620346,179.889999,211.506149,196.139999,53.795734,154.380722,134.199997,56.699429,322.589417,322.411285,184.997284,121.145248,43.427692,172.732376,128.248947,58.350075,228.740784,139.778275,76.868538,285.072571,118.40036,177.340027,493.068848,204.925232,49.840931,46.504185,143.523895
158.871262,226.502167,178.127548,188.990005,211.134842,205.570007,53.998928,153.824768,138.139999,57.441036,333.957855,324.737061,188.189133,122.495163,45.191547,171.143707,133.979874,58.193478,234.21907,140.940567,76.360252,292.260193,124.141884,176.454254,493.415436,210.62146,49.585873,45.741505,143.100571
159.896637,230.598709,184.400131,190.190002,216.626205,210.410004,54.34724,156.487503,139.470001,60.523052,336.417755,330.085358,189.075745,123.382248,45.685814,173.379608,135.673981,58.810062,233.560104,143.052109,77.161781,293.084167,126.3433,178.166733,502.09021,212.192139,49.463066,45.838043,143.317978
163.241501,230.979996,188.098602,192.830002,215.854294,218.800003,54.153736,157.745728,140.300003,60.089642,338.485657,334.383667,191.824249,124.153618,45.986256,171.45752,135.625595,58.819851,234.986221,143.662338,77.327957,298.25647,130.141235,177.45813,501.199005,217.818787,47.989376,45.722195,143.742966
164.635193,231.048447,186.490982,185.899994,218.590225,213.720001,54.182758,160.584045,138.619995,61.00462,332.233002,323.225769,190.149536,123.517242,45.928101,172.42836,135.189957,59.289623,231.445496,143.914169,77.279068,296.995697,129.100021,179.652863,502.72403,215.760986,48.272774,45.741505,142.547089
168.059723,231.195084,188.700195,191.039993,217.613113,218.210007,54.34724,160.047577,140.110001,61.206875,336.162964,323.579041,192.129639,124.442894,46.897255,171.614426,138.065109,59.50494,234.199387,145.231461,77.513672,301.860229,131.975754,179.810333,500.406799,217.182571,48.17831,45.78978,142.122116
169.443436,228.956177,183.463181,186.039993,217.085449,211.110001,52.712082,161.773987,137.639999,60.966087,328.910645,311.13559,189.47963,123.710091,46.780956,170.967194,135.315811,59.113461,232.23233,143.042435,77.933983,297.323303,131.88649,178.747406,498.337097,213.414902,48.149971,45.123638,140.293686
173.286057,231.586182,186.293747,189.050003,217.124557,213.979996,52.731441,162.20314,138.960007,61.726963,329.518311,309.889282,191.794708,124.626091,50.027611,171.849792,136.196747,59.681107,236.304153,144.30162,78.598671,301.899963,130.974197,181.30629,508.467682,216.029404,48.17831,45.393955,141.163452
173.933136,233.463348,187.664612,188.949997,218.248245,211.029999,53.186184,165.138992,139.139999,62.314472,330.753113,304.88443,194.848587,126.650986,50.231136,173.497284,137.387436,60.219391,237.602432,145.735138,79.507706,301.482971,132.580643,184.780441,508.04184,217.142792,48.442814,45.490494,141.776184
174.809174,235.105865,187.09259,188.160004,216.772797,215.279999,53.35067,162.251923,138.720001,61.746227,328.606842,308.417267,194.178711,126.766678,49.921001,174.389664,136.370987,60.601082,238.940033,144.77623,79.380653,308.45224,133.681351,183.806122,508.210175,219.469025,48.338902,45.558075,144.296448
178.154053,236.151993,188.315552,193.800003,215.981308,221.289993,53.863472,160.271927,142.380005,61.82328,332.879822,311.783264,194.602295,127.219872,50.63818,174.301407,136.671082,60.835972,244.083923,147.30426,79.732544,313.128113,137.975082,180.902756,505.764191,226.775681,48.414478,46.16629,145.512085
176.969406,237.159042,187.151764,194.910004,217.974655,214.940002,54.231136,161.403351,140.960007,61.890697,328.891052,302.705811,193.617172,127.403076,49.843475,176.115616,136.051514,60.884907,244.929749,146.674667,80.543831,311.589325,137.380096,182.61525,515.756104,222.630264,48.754562,45.818733,148.121292
173.823639,236.425766,184.429718,191.5,217.720596,212.320007,53.950542,158.818634,137.160004,61.370605,323.510681,293.746124,191.686325,125.368553,48.031162,173.80127,131.966324,60.679382,243.208572,144.204758,80.201729,306.079468,133.433426,179.839844,505.011566,220.46312,48.121628,43.221767,147.182373
173.524963,237.696762,184.597366,190.759995,214.740402,212.25,53.853794,160.174393,137.0,61.813648,323.628235,296.258392,193.114777,125.493889,46.625893,174.742722,130.988571,61.530849,245.146133,144.989319,81.638611,307.181458,132.402145,182.319992,507.60614,225.026077,49.236343,42.343235,149.247971
177.636383,239.40773,185.080627,191.179993,215.756592,218.850006,54.056976,160.320679,138.580002,61.649918,321.658356,299.879547,193.15419,125.609604,47.68227,173.055984,131.569412,61.207878,242.765991,144.834335,81.609291,312.691284,133.215271,178.94426,505.061066,226.397964,49.557533,41.899143,149.277634
174.271591,239.104645,182.8517,182.649994,211.076233,210.139999,53.501694,159.335571,135.619995,61.149086,317.493225,299.172974,190.750458,124.278976,46.645271,174.173935,130.038284,61.139366,244.41832,144.224121,81.834106,308.63089,131.192368,178.521042,512.725769,224.757675,49.859825,41.986031,149.702621
171.056137,244.354843,181.184937,178.720001,211.261871,200.820007,52.9659,160.749847,132.570007,59.396187,309.94693,292.970886,190.740601,124.761093,46.073475,178.704544,128.2341,61.755947,247.319763,145.58017,83.055946,297.333221,127.285347,179.69223,526.579773,217.719391,50.256592,42.777672,153.181534
171.364746,246.026703,180.393692,177.970001,210.958939,200.160004,53.219189,162.983444,131.869995,58.991676,307.879028,297.102356,189.834274,123.951141,46.092857,178.243637,127.843979,62.088703,250.172012,145.24115,84.844727,299.189697,128.296799,179.209976,531.729187,214.876221,50.361767,43.550007,154.71344
169.323975,246.398239,181.689346,175.199997,212.063095,197.169998,52.878223,165.743698,131.869995,59.405823,314.974548,305.306366,187.332062,123.160477,45.569519,178.59668,130.18457,62.470402,247.319763,145.105545,85.704895,294.821533,127.077087,181.936172,540.651733,215.70134,51.184078,43.849285,155.573318
165.003525,245.27388,175.626465,175.029999,211.105515,195.449997,51.514385,161.481369,130.649994,59.665867,314.357117,300.998291,186.455307,121.849136,45.1334,176.360794,129.706696,62.450829,246.32637,145.405807,84.678551,283.196259,123.93364,182.703812,532.214478,213.484497,51.537865,42.89352,152.4897
166.904938,244.462372,173.618668,176.279999,211.740631,194.809998,50.481754,164.846375,130.839996,60.927567,313.396637,300.576324,188.149719,121.473076,45.065556,176.419617,128.282852,63.184853,245.067459,143.914169,83.701073,280.019379,123.993134,182.014893,528.520752,210.154236,51.317944,42.700439,151.442078
169.632584,247.85498,177.624329,182.869995,213.274734,195.720001,50.803234,167.440842,132.350006,61.794388,315.542938,304.629303,191.952332,121.62735,45.559822,177.164917,124.14785,63.351227,247.191895,143.991653,84.189819,285.539185,126.422623,180.804352,531.778809,212.013214,51.767342,43.05764,155.385529
164.545593,248.353607,179.177155,181.940002,222.59639,189.410004,49.848537,167.362808,130.470001,63.075348,315.219513,298.839355,192.287262,122.032326,44.261158,176.419617,122.997063,63.635048,246.385391,142.751862,84.952248,277.805511,132.342667,181.325974,529.619934,211.536041,51.470932,43.260384,155.247162
164.326599,246.310226,182.4608,179.850006,224.658096,187.009995,49.790092,169.606155,127.769997,63.450962,323.295044,294.609741,189.213654,121.656281,45.201241,174.222961,125.279121,63.06741,246.926331,141.589523,84.131172,278.490509,130.527969,182.290466,528.887207,211.913803,51.050217,42.961102,154.061157
166.646088,247.718109,185.121368,185.979996,226.846848,191.389999,50.491497,167.596924,131.899994,64.577835,329.243866,302.058136,194.267365,124.529678,46.451447,179.538116,127.873245,63.683987,251.19487,145.386444,83.857475,283.235931,135.902588,173.373779,532.471924,214.428894,51.394436,44.023064,155.810501
166.476868,249.683273,186.397263,183.550003,229.700012,186.229996,51.650764,168.279678,124.57,65.049759,334.251862,309.26123,193.420166,133.371628,46.625893,180.332443,128.321854,64.555038,251.637482,145.861053,84.512383,284.288269,134.732468,174.899261,540.701172,216.506561,52.025513,44.930553,157.767395
165.670517,249.76149,183.707031,181.020004,227.247452,177.229996,51.416965,160.525528,121.660004,66.947128,327.626831,304.570374,193.026108,134.846893,46.03471,179.812683,127.32711,64.799698,251.047348,147.003998,84.287567,278.778412,134.325912,173.472183,532.214478,215.174484,52.59922,45.191219,158.004593
161.061356,244.765472,178.563919,176.919998,212.363373,171.429993,50.033634,156.984924,118.269997,65.974365,313.386841,294.511566,187.795074,133.304123,45.104324,178.027893,123.669975,63.860149,246.050995,144.485641,82.684494,272.047516,127.98941,170.372009,515.874878,206.943253,49.635075,43.965137,155.029724
162.146469,246.544876,182.084976,175.910004,212.756088,174.570007,50.598656,153.610184,119.949997,65.560219,315.003937,299.251495,188.967377,134.123718,45.608284,182.411407,123.630966,64.535461,248.716385,143.933548,83.515366,278.689087,126.868858,171.680969,519.172546,208.712769,48.076508,43.82032,155.10878
156.093857,244.296188,176.694611,167.039993,206.472565,170.080002,49.585518,152.673843,115.769997,64.886032,306.869598,294.36438,184.879089,131.317825,44.115788,181.107132,119.973816,63.664417,244.487167,139.691101,82.576981,268.265076,119.510979,169.929123,508.784576,199.914932,47.244637,43.318306,153.487946
155.864883,243.240265,175.685791,154.460007,210.065964,174.679993,48.036579,152.390976,115.209999,64.963074,306.977386,295.973816,183.578735,130.228256,43.825043,178.577087,118.413437,64.163551,243.070877,139.681412,82.50856,281.17099,120.224953,170.805054,508.814209,212.848267,46.336266,42.700439,152.440308
162.90303,232.818069,179.988174,154.220001,208.573624,185.740005,49.322491,157.804245,115.290001,65.309807,312.054016,305.944305,187.095642,130.883926,45.395073,179.910767,120.285889,64.780128,250.004807,142.519379,86.584625,287.534637,125.986313,171.740036,519.321045,219.35968,46.2789,42.990063,154.387329
156.939987,227.988266,172.79776,148.839996,206.708191,175.940002,47.715096,152.810379,111.629997,64.048103,299.391907,294.796204,190.632248,127.480217,42.245323,176.968796,116.404449,63.233784,245.057617,139.691101,86.692154,275.512238,123.655975,168.354431,503.605347,211.874039,44.270931,40.933727,151.204895
157.248627,225.76889,169.741577,148.610001,208.210358,177.570007,48.572376,155.814499,113.5,64.587448,304.223511,301.243652,193.942261,128.280502,43.573063,175.184006,117.467453,62.088703,242.579117,141.328018,85.675575,282.411987,125.024429,167.399765,496.277344,210.283463,44.203999,41.049576,150.206665
158.761765,227.010574,170.226196,153.580002,209.732132,178.360001,48.630817,158.487,113.550003,65.637268,308.378845,299.271118,194.109741,127.779129,43.669979,174.840759,119.983582,61.736378,241.821777,143.429886,85.13797,279.741425,121.831383,169.043365,494.762207,207.330978,45.102798,41.455048,150.730484
165.272324,230.833359,175.873718,156.970001,218.538895,185.479996,50.247955,163.461365,116.190002,68.006569,317.640228,309.42807,202.788727,132.484512,45.104324,176.713806,123.952797,63.64484,250.132675,149.386749,86.52597,287.88208,125.004593,172.674988,502.684418,213.255844,46.25021,42.922482,152.815857
156.06398,229.122391,169.138245,150.470001,212.000107,172.300003,48.328827,162.164124,112.610001,65.94548,306.820587,293.530243,194.927399,131.05748,43.565842,173.340363,120.851532,63.135918,244.821579,144.766541,86.027466,275.343475,117.636803,169.289398,489.909851,204.030548,45.743443,42.265999,151.506516
156.801727,231.224426,165.320496,148.899994,210.743393,169.699997,48.056061,166.485001,110.290001,65.425385,306.712799,288.819794,192.523682,132.744858,43.2728,172.957916,120.656494,63.361015,246.650955,144.834335,86.398911,272.742401,113.531456,168.925247,494.762207,201.624802,46.154598,42.468742,148.352203
151.597595,233.903305,159.257599,133.309998,202.535553,163.600006,47.695614,155.326813,106.980003,64.173309,302.72406,291.489044,191.075562,131.202911,42.07132,173.899353,118.842545,63.233784,243.415131,147.594849,85.665794,262.665833,110.278923,169.200821,481.690582,191.862656,46.489258,42.33358,150.088074
154.040131,235.34053,160.058731,132.949997,199.295609,167.149994,48.270378,156.819138,107.68,63.383541,298.97049,285.728577,191.873505,126.020775,42.989525,173.663986,115.946091,62.646564,241.634918,144.437225,85.83197,267.550262,108.573326,170.253906,483.265106,192.439255,46.020733,41.812252,147.975266
146.054504,235.272079,157.645432,129.389999,201.475204,161.270004,47.393623,159.140503,105.209999,64.327423,295.530548,277.681519,189.164413,127.601761,41.836884,172.722565,115.214661,62.94017,240.405502,141.812332,87.180885,258.664978,107.016472,169.653549,481.423157,195.560745,45.781685,41.850868,146.427856
142.12648,239.261063,151.592407,123.139999,199.334869,160.419998,47.042919,160.652313,104.309998,64.568207,293.433289,284.28598,191.02594,129.699997,41.846653,174.428894,115.117126,63.135918,240.169464,144.892456,88.783943,253.50264,106.996635,170.627884,474.144623,193.195221,45.9538,41.667442,146.288986
146.662643,237.970505,157.012421,127.199997,200.611221,166.910004,48.280121,163.734467,107.330002,65.069023,300.861969,290.50769,191.629959,130.383148,42.589027,173.428635,116.141129,64.320145,241.005463,144.611557,88.373405,259.230896,112.063858,170.047226,480.680481,198.434219,46.068539,42.043953,146.854401
145.097412,240.345673,154.717804,124.050003,203.419174,164.119995,47.734585,168.747833,105.18,65.473541,297.382843,290.468445,192.05574,131.778702,42.081089,174.634842,115.331688,64.555038,240.021927,145.77388,90.240379,259.608124,111.657288,171.740036,484.463348,197.019897,46.89085,42.623211,147.013107
148.786179,241.804291,160.078522,132.050003,209.211777,163.729996,49.293259,169.742722,108.639999,67.390167,306.722595,295.335968,197.105667,135.038284,43.370483,175.360519,119.154625,64.37886,237.651596,147.556107,90.90506,264.889679,114.929665,174.584305,487.74115,203.185165,46.795235,43.385883,130.289261
140.391785,240.434387,154.391434,125.519997,204.155518,157.330002,47.111107,165.268295,104.300003,66.369247,300.607178,279.860107,191.966614,129.739029,41.368015,172.104752,117.116371,59.89642,227.245804,144.253159,90.025337,252.82933,108.454338,171.562881,466.796783,199.191193,46.747421,39.746258,121.441292
136.932343,241.232681,152.314423,127.139999,202.997009,155.600006,40.64259,164.088226,103.139999,66.224777,302.047821,282.391998,190.758591,126.538017,41.035896,170.574936,115.380447,58.721981,225.229553,143.783554,90.015556,251.893936,105.548859,166.622269,473.897034,196.58165,46.948219,39.666164,118.108429
137.1716,243.923218,151.562759,120.699997,194.219696,159.649994,41.831078,165.032288,102.419998,65.59874,300.675751,281.832611,187.88707,125.386421,40.684246,173.556122,114.434464,59.681107,230.058716,140.721222,91.442673,251.316803,107.095802,165.579041,481.007263,198.235016,47.359375,40.00803,118.237373
142.67482,245.440948,157.299255,124.07,200.434494,160.320007,42.230488,168.867508,105.830002,65.00161,310.289917,280.694244,187.71875,128.011658,41.026131,177.099304,121.514694,61.521061,234.08136,141.259323,91.71637,259.366974,107.720528,169.377975,487.295502,206.730942,47.49324,41.170376,121.609917
139.933182,248.249786,153.92659,119.400002,201.907181,156.929993,42.639645,169.772217,101.589996,64.597092,307.683044,282.548981,188.095001,130.578323,40.703781,179.033722,123.231117,62.656349,240.494019,142.599701,92.508118,258.342041,106.391747,171.159363,492.722198,201.820648,48.458981,41.102001,123.127563
140.092697,249.353577,158.753159,122.059998,205.500595,159.649994,42.863708,172.496201,103.260002,64.818611,308.614044,288.093597,188.570297,131.154129,41.221493,177.276932,124.089325,62.705284,239.992416,142.63884,91.638161,261.227753,107.294121,170.844421,493.24707,203.025803,48.994442,41.473167,122.373703
143.342773,249.393021,163.559982,127.730003,209.113602,162.460007,43.828144,173.656601,105.610001,65.338707,317.16983,297.161224,191.204178,133.593918,42.471809,177.119034,126.234848,62.930393,244.005234,143.861832,90.230598,264.591125,111.994438,172.104156,497.346832,207.716995,48.755394,42.039688,124.98246
149.184952,251.571075,167.743668,132.229996,213.18808,165.100006,44.441868,175.318527,109.32,67.207184,322.020996,302.705811,194.422272,135.916626,43.517002,178.727753,128.019547,63.302296,247.722992,146.278427,90.983261,271.894989,115.018898,175.017349,502.179352,212.029694,49.147427,42.694118,127.442429
148.38739,253.029663,166.972229,131.399994,211.92157,160.240005,43.886589,171.758667,110.440002,66.156166,322.287231,297.102356,191.719055,135.496964,43.390018,177.18811,128.955765,62.029984,248.057404,146.063187,89.956909,270.531769,117.854958,176.208206,491.949829,211.32254,49.042248,42.811333,127.591225
148.257797,249.75766,163.945709,130.649994,213.610245,176.070007,44.061939,173.391083,109.190002,66.282677,317.357056,293.487976,190.025864,136.072754,43.087208,175.391861,126.693222,61.726589,245.175644,143.255219,89.08696,271.079041,117.686386,173.501694,487.760956,209.091476,49.147427,42.254574,124.436897
150.750183,244.69194,167.288727,140.5,215.996033,188.399994,44.607479,173.076401,110.870003,66.272942,319.723511,302.059814,195.105484,136.775421,43.800278,174.839157,128.731461,62.372528,246.257553,144.977173,87.972641,273.228394,122.376785,175.243713,487.473785,214.19104,49.042248,42.420624,126.48027
144.937912,244.859482,165.003998,139.25,218.843246,184.910004,44.081425,174.649826,108.669998,65.231651,314.231293,301.279663,192.907303,137.780624,42.3839,174.118683,126.937027,61.628719,245.624588,142.814957,87.884674,268.690857,120.234535,171.434921,480.888428,211.800613,48.583282,42.137363,124.307953
145.695602,241.89299,165.191925,139.240005,219.559952,182.869995,44.159359,173.892609,107.830002,65.270576,316.035767,300.104492,193.273666,139.439697,42.33506,174.098938,126.51767,61.530849,245.337799,143.049774,87.816238,267.427094,119.518791,174.180786,485.413971,212.089462,48.994442,42.38155,123.861588
148.257797,242.848969,166.843643,140.820007,222.966797,187.149994,44.393158,177.206635,107.790001,65.562531,317.02179,298.010895,195.679794,139.342102,42.520653,176.013641,126.849258,61.902752,246.198196,143.695496,88.441826,271.158661,120.950272,175.814529,492.266693,213.643234,49.386475,42.000618,122.373703
147.510071,241.932404,164.143524,139.630005,225.617661,189.190002,43.759941,178.121185,107.339996,65.43602,310.287109,293.82373,192.610245,137.439056,40.273983,174.967453,124.830505,61.550419,242.904877,142.27684,87.464355,269.078949,121.675957,173.186768,488.731415,212.647232,49.290852,41.609913,121.312347
142.206253,238.256302,159.218033,133.729996,219.599228,187.110001,43.116989,174.571152,103.300003,64.09304,299.973145,296.124695,190.124878,134.638168,39.082272,171.444046,122.207123,60.483639,239.492889,141.063629,86.017685,263.486603,117.89843,169.713928,484.671265,205.286743,48.707584,40.750366,120.042671
136.713013,236.541443,152.729828,127.0,211.263748,178.449997,42.366879,172.486359,99.400002,60.210087,283.013245,285.636963,184.451141,132.910782,38.271519,170.299164,116.589745,60.101944,234.765533,134.674774,85.216156,251.74469,114.051323,167.507538,479.917938,198.713104,48.592842,40.574551,120.717186
131.478958,233.348282,144.688812,115.860001,203.114822,166.029999,42.123333,164.550415,95.709999,57.105675,279.364899,279.632721,182.609406,131.856781,36.894215,168.581863,113.117897,60.03344,235.843521,133.422455,83.085274,241.06749,109.786705,165.934387,465.133148,191.492065,47.416748,39.343834,118.445679
132.356277,232.293747,143.017319,122.160004,202.928268,164.449997,41.801853,164.766769,94.220001,56.988892,278.595795,275.198669,181.480591,132.452087,37.050503,165.996048,111.23568,58.387199,236.130325,132.32666,83.272514,243.28653,110.065048,164.549194,457.260406,192.74704,47.005592,39.265694,118.495277
