DJI,SnP
-0.0008437792835851443,-0.002488601077001662
-0.006055186231513465,-0.010888009398019483
-0.00029279418110084166,0.00018176295123284447
-0.003094804167669607,0.0007119829721555782
-0.007554960576350078,-0.01174184849532689
-0.009915360044152166,-0.01856713848074698
0.007638171003033545,0.007697141464791057
0.01843681825608101,0.015808656964106493
0.011552644655029365,0.0020345930939096313
-0.003283715145873778,-0.003980905656036815
-0.00634572068943029,-0.003404323691933775
-0.00791540107867994,-0.012686384808583195
-0.005531967920816672,-0.0069298973017796195
0.0033701646744326297,0.0007682247841134249
-0.020830130645861034,-0.022330735183872963
0.01031549270454235,0.011782778813581585
-0.00400964599394571,-0.007482539443598002
0.00032834012898819154,0.004016589350808397
0.0022188869363219954,0.0025472066675349403
-0.01038776910851047,-0.017161651010059176
0.011128276773338053,0.012166884294331437
-0.0011320166682911026,0.004066070379317166
-0.005313828814842214,-0.005833823169875352
0.01056665220396713,0.014663600522186515
-0.015781772074227263,-0.014650220191623431
-0.002806719322588136,-0.0010362097749122556
0.004973511441945799,0.009089337447546475
0.008558811146624379,0.011263225659076559
0.023014424939055145,0.02555862157479316
0.004189146022460566,0.00608962486108755
-0.0030373535854844036,-0.00723694849054024
-0.015544166394158121,-0.014078224610079793
0.009111477139458701,0.007403961996553576
-0.005433746538044071,-0.007465604981443219
-4.70267207017816e-05,0.0018658234026112108
0.010440422974645536,0.01460954111121815
0.014221538805965661,0.018220283882325772
-0.0010127830826013318,0.0011960606135030805
0.005662449291335969,0.0008683770915254296
-0.021313816194788116,-0.030018798512785216
-9.068746117346649e-05,0.0015943885608304953
0.014699495944691554,0.01568641301331497
-0.004453660185465891,0.00028315102381459845
-0.0028063353693594806,-0.005879928288712533
-0.011666925723134103,-0.013398008782139925
0.001347466549239451,0.0038987933993934742
-0.005908013734494788,-0.004736037767253287
0.0002238695630401022,0.0030989013216573547
0.0011649936832842656,0.00832072426170627
-0.0016735669301746192,-0.008637858773013263
0.006296385750536038,0.009016362372859854
-0.0009627277107348009,-0.009156183554432484
-0.03563448955179804,-0.052522893460419495
0.019895773935733496,0.021218758086416933
-0.010066997719900272,-0.005566715689988011
-0.01290949523258289,-0.009522433539981057
-0.01240524861418102,-0.01343570566628216
0.004578258661771084,0.010699241106591817
0.015722401809644015,0.025643071636225256
0.0024423333700831495,0.00411815046290287
0.003936400477195123,0.007510369371742653
-0.025212252524207557,-0.024034493189030615
-0.006061508531127524,0.006119822446353007
-7.443675404239514e-05,0.00744269827181121
-0.01058902387618843,-0.016006281241011555
-0.01324015972256165,-0.01174243022747501
-0.024096149094540498,-0.023175004996335957
0.0029742605474656347,0.008014665364533435
0.003286570616894968,0.006716894532307061
-0.011072671161519887,-0.011298447841117443
-0.018253272563077516,-0.025796979295531375
0.013628895458485779,0.024236199683511428
-0.027560095769726622,-0.025308522552324075
0.0009701874474723482,0.0033016217364685296
-0.0012418264664649792,0.006562008894238636
0.0032157787177156116,0.007549018793651774
0.021509182405307747,0.028810383387459337
0.011592565093524465,0.010351126446113357
0.0014021993223860552,0.0020220549364571294
-0.027227249217583127,-0.029676095311704564
-0.02595309941476842,-0.025230872953950434
0.017409612570847388,0.015297214986529584
0.015675635170660396,0.02158237809953123
-0.018486551896762293,-0.019292613147478876
0.004318518729541365,0.0021248653109569027
0.011264213123286737,0.01044858606198562
0.0164333647286401,0.01753478662309127
0.0035608983438331077,0.008499224319383547
0.017308965278702626,0.017414569662236534
0.010208026188822217,0.011400621899256391
-0.006359188747272815,-0.00681044849982948
0.004522681865992473,0.007234085399385082
0.005596247249031183,0.011447319517603027
-0.0009673972357233662,-0.0033755616432802338
0.0410342784448916,0.04519044216554069
-0.007091429817296047,-0.010473407762242593
-0.011731568865232966,-0.015041697808898191
-0.006081602491556204,-0.006567353438936774
-0.013805013602995131,-0.018010638538444645
0.005559105226149663,0.004111877876971315
0.010791725258346263,0.010853001585012123
-0.004611702776245674,-0.0029872568914881548
0.008899910283674206,0.007878634639696624
0.009692090842433831,0.011151082746302166
0.005745040576043081,0.0067111429783579535
0.031235247836349345,0.03486245767264884
-0.009688577781061691,-0.013895768637238182
-0.0018089594449128832,-0.0029076717615325043
0.00468009476872866,0.0022428204314643985
0.019451294035950584,0.02186810504616976
0.00867185613322441,0.013068525805963516
-0.0005506037817538667,-0.002264376456087347
0.005052630463750818,0.007290526059653191
-0.007014814062188401,-0.0018721546037349102
-0.004464143541426102,-0.0039537925224686354
-0.012570106676184634,-0.017027440627080614
-0.000814718446683349,0.0007059209416080403
-0.016064481284774224,-0.02084679258189548
0.001773639861098797,0.004266859431360404
-0.0008854021041320159,0.001239112476630666
-0.0023366430441658093,0.0016283933908940451
0.0026180362161676296,0.0007779495850133156
-0.012688152380952444,-0.015397685293261132
0.012415973863577179,0.0067070950016987485
0.0014247646226643873,0.0028310384763865493
-0.009605685835312516,-0.0140087015681708
-0.010207309459099312,-0.011987928583179985
-0.013542939083328931,-0.025489547943264856
0.007194235543994454,0.011677994414761361
-0.002836820460368261,-0.0013133879864073439
0.004313889117908198,0.009420364849821894
-0.005058541868907418,-0.009765063329123858
-0.0014993016435533857,-0.005861259122705076
-0.023704364683500345,-0.026885530737751795
0.006940195883126554,0.008434159520732898
-0.02103312871984575,-0.018839499270027593
0.004656193550345966,0.0030076140123154183
0.00677676609758171,0.0044768503174827945
0.006213742276396816,0.009330156069969453
0.005270765487986218,0.011661905910861137
0.0014806234573514487,0.0008309013227743023
-0.011052253417684788,-0.014743941249724557
-0.0022508125607326734,-0.003560394062022132
0.004179822796696708,-0.0015816714038507929
-0.010349143300728003,-0.010443543432854141
0.008249437944490179,0.008836629347648062
-0.002652975525398449,0.0007122600377602595
0.015874564860750562,0.020557103792963494
0.001985478840113908,0.00298196717528465
-0.026136578638937258,-0.02965687903592773
-0.006331379232111245,-0.009442188986044875
0.0015457730226522415,0.0013032296157600154
-0.021010964535174148,-0.023892434903407533
0.0012810827340561382,-0.0021960139761186825
0.024775562726321088,0.03360450750933386
-0.009902659175382578,-0.01438262370085408
0.005002827284065203,0.003788000471157682
0.028707194805211778,0.040331979421969644
0.028031914334469832,0.02998313192475499
0.019772384104380203,0.02437889203597976
0.008180876244648472,0.010911688456837876
-0.007967416653456016,-0.009433554130574784
-0.0004885194882211508,-0.0031275552417486807
0.010595233391186065,0.016619042287527863
-0.013084887398686407,-0.018097500011970857
0.00539081340057046,0.007539201654138017
0.00675474960382072,0.0063139043839164355
-0.017335702689552535,-0.024144830505213655
-0.015838066941424755,-0.019495593714882853
-0.005966946738944934,-0.009362283944876926
-0.0015152549656075598,0.008187279905010225
-0.01939571345761515,-0.018217049386599515
-0.00028053317296772295,-0.00014610289745120575
0.007581320654923118,0.005868042114546057
0.03698054656594918,0.04209568568282829
-0.013203963056954704,-0.019770840211795426
-0.0008304518887194412,0.003962065962909156
-0.014484732267259992,-0.023313261545420016
0.003271636259348343,0.001297683507714753
0.010260377940517262,0.016738751467531454
0.002641730258694297,-0.0024518563876982924
0.020271540081313155,0.03309748348884067
0.0029970178760261312,0.005706538873825551
0.03221683030804612,0.03696764065427671
-0.02737055159175894,-0.028996528044240244
-0.002031163830613858,-0.004813817812562737
-0.002549491099919865,-0.0056432865345648064
0.028479668231484734,0.03765068624105439
-0.018116904540842915,-0.02414927113702625
-0.0018542468859913397,-0.0020937102649165595
0.024346438557191874,0.028961486874880205
-0.006991593992973666,-0.005665577311620762
0.029024530188043185,0.0285314318621277
0.010577775376256371,0.014973848681964386
-0.0070985322002151685,0.0006189104037492843
