Date,Open,High,Low,Close,Adj Close,Volume
2022-01-31,159.350006,160.649994,158.869995,160.449997,156.427017,8950100
2022-02-01,160.789993,161.300003,157.729996,159.740005,155.734833,6284100
2022-02-02,160.139999,162.839996,159.470001,162.600006,158.523117,7558800
2022-02-03,161.979996,164.979996,161.619995,164.139999,160.024506,10474500
2022-02-04,163.130005,164.490005,161.410004,161.529999,157.479935,8959900
2022-02-07,161.869995,162.259995,159.669998,160.320007,156.300278,6430500
2022-02-08,161.119995,161.270004,159.649994,159.960007,155.949310,5048700
2022-02-09,160.360001,160.639999,159.270004,159.600006,155.598328,8077400
2022-02-10,159.089996,159.500000,156.649994,157.169998,153.229233,7033000
2022-02-11,158.009995,158.580002,155.580002,156.289993,152.371323,9341400
2022-02-14,156.139999,157.059998,153.360001,156.740005,152.810043,9472200
2022-02-15,157.770004,159.320007,156.110001,156.820007,152.888046,6659200
2022-02-16,156.830002,158.779999,156.270004,158.009995,154.048203,9315700
2022-02-17,158.380005,160.380005,157.350006,159.820007,155.812820,7925500
2022-02-18,159.500000,161.059998,158.820007,159.899994,155.890808,8063200
2022-02-22,160.110001,160.880005,156.660004,157.929993,153.970184,8179500
2022-02-23,158.300003,158.600006,155.600006,155.960007,152.049591,6273000
2022-02-24,155.639999,155.979996,150.559998,151.759995,147.954895,13145100
2022-02-25,152.330002,158.940002,152.250000,158.240005,154.272430,8888800
2022-02-28,156.289993,157.190002,153.820007,155.889999,151.981369,8669200
2022-03-01,154.309998,155.399994,152.339996,153.309998,149.466034,8311900
2022-03-02,152.960007,155.080002,152.600006,153.789993,149.933990,6111300
2022-03-03,153.770004,155.860001,153.770004,154.360001,150.489716,7451200
2022-03-04,153.119995,155.350006,152.550003,155.139999,151.250153,8639100
2022-03-07,154.490005,154.520004,151.139999,152.839996,149.007813,8374500
2022-03-08,152.179993,152.949997,146.580002,146.789993,143.109497,9517200
2022-03-09,148.830002,150.470001,147.809998,148.770004,145.039871,7044100
2022-03-10,147.800003,148.279999,143.940002,144.940002,141.305908,9221000
2022-03-11,145.399994,146.160004,143.029999,143.220001,139.629044,7086100
2022-03-14,144.449997,146.039993,143.350006,145.050003,141.413147,7964600
2022-03-15,147.009995,150.539993,146.889999,150.270004,146.502258,9868400
2022-03-16,150.630005,151.789993,148.039993,149.759995,146.005035,6908900
2022-03-17,149.990005,150.470001,148.500000,150.229996,146.463257,6003800
2022-03-18,150.869995,150.869995,148.240005,150.149994,146.385284,15570300
2022-03-21,150.440002,151.419998,149.240005,150.720001,146.940979,6937500
2022-03-22,153.429993,153.600006,150.520004,151.880005,148.071899,7292100
2022-03-23,152.199997,153.009995,150.690002,150.820007,147.038483,5531900
2022-03-24,150.889999,151.559998,150.160004,151.080002,147.291946,4203100
2022-03-25,151.630005,153.919998,151.509995,152.830002,148.998077,5047700
2022-03-28,153.639999,153.899994,152.630005,153.880005,150.021759,4234000
2022-03-29,155.369995,156.470001,154.020004,155.460007,151.562134,5643400
2022-03-30,152.500000,154.429993,151.940002,154.389999,150.518951,5779300
2022-03-31,154.100006,154.339996,152.399994,152.800003,148.968842,7538600
2022-04-01,153.520004,155.460007,152.059998,155.089996,151.201401,5742600
2022-04-04,153.809998,154.350006,151.259995,154.080002,150.216736,5992000
2022-04-05,153.610001,157.369995,153.539993,154.619995,150.743195,7653000
2022-04-06,154.419998,157.289993,153.940002,156.830002,152.897781,8884700
2022-04-07,157.869995,159.389999,156.970001,158.860001,154.876877,6889700
2022-04-08,159.699997,160.529999,158.919998,160.100006,156.085800,6045400
2022-04-11,159.949997,161.210007,158.630005,159.490005,155.491104,6158400
2022-04-12,159.309998,160.630005,158.699997,159.009995,155.023132,7221500
2022-04-13,159.080002,160.410004,158.710007,159.460007,155.461838,5247700
2022-04-14,159.979996,160.300003,158.449997,158.570007,154.594162,7806500
2022-04-18,158.479996,158.979996,156.529999,157.059998,153.122009,6034500
2022-04-19,156.770004,160.029999,156.300003,159.410004,155.413086,7897000
2022-04-20,160.500000,164.479996,160.000000,163.649994,159.546768,10196100
2022-04-21,163.820007,164.899994,162.429993,162.610001,159.422272,9365700
2022-04-22,163.240005,163.520004,160.910004,161.250000,158.088928,9394600
2022-04-25,161.699997,163.289993,159.800003,162.550003,159.363449,6986800
2022-04-26,162.679993,163.639999,159.750000,159.789993,156.657547,7769500
2022-04-27,160.210007,161.449997,159.110001,159.360001,156.235977,6754900
2022-04-28,160.539993,163.710007,159.270004,163.410004,160.206604,9306800
2022-04-29,162.470001,162.949997,160.199997,160.550003,157.402664,10637000
2022-05-02,161.600006,162.000000,156.190002,158.380005,155.275208,10351600
2022-05-03,158.220001,158.990005,155.009995,156.210007,153.147736,10344000
2022-05-04,155.830002,157.550003,155.149994,157.360001,154.275208,7771000
2022-05-05,156.300003,157.289993,153.139999,154.460007,151.432053,8217100
2022-05-06,154.770004,156.240005,153.869995,156.000000,152.941849,7304800
2022-05-09,153.960007,156.759995,152.750000,155.610001,152.559494,8540800
2022-05-10,155.550003,156.619995,153.940002,154.789993,151.755569,7447400
2022-05-11,154.029999,155.899994,152.350006,152.610001,149.618301,7692200
2022-05-12,153.520004,153.610001,149.880005,151.990005,149.010483,9600800
2022-05-13,152.580002,153.729996,150.419998,153.619995,150.608505,5675500
