Date,Open,High,Low,Close,Adj Close,Volume
2022-01-31,52.520000,53.320000,52.209999,53.230000,50.284931,25182400
2022-02-01,53.400002,53.599998,52.209999,53.200001,50.256592,33045600
2022-02-02,53.560001,54.279999,53.299999,53.799999,50.823395,24160200
2022-02-03,54.000000,54.570000,53.700001,53.790001,50.813950,21219800
2022-02-04,53.520000,53.830002,53.230000,53.310001,50.360504,16199800
2022-02-07,53.230000,53.360001,52.509998,53.000000,50.067654,15438900
2022-02-08,53.009998,53.169998,52.580002,52.820000,49.897614,13911700
2022-02-09,53.150002,53.660000,52.880001,53.500000,50.539989,16449300
2022-02-10,53.340000,53.540001,52.900002,53.040001,50.105442,18644400
2022-02-11,52.950001,53.459999,52.700001,53.320000,50.369949,18833100
2022-02-14,53.250000,53.450001,52.500000,53.270000,50.322716,16081700
2022-02-15,53.299999,53.590000,53.150002,53.360001,50.407734,12824100
2022-02-16,53.189999,53.799999,53.090000,53.400002,50.445526,17277700
2022-02-17,53.099998,53.590000,52.779999,53.580002,50.615566,17462500
2022-02-18,53.560001,53.959999,53.279999,53.830002,50.851734,20298500
2022-02-22,54.000000,54.029999,53.590000,53.900002,50.917862,19858400
2022-02-23,53.900002,53.930000,53.240002,53.410000,50.454971,17841900
2022-02-24,52.970001,53.160000,51.709999,52.590000,49.680336,30079700
2022-02-25,53.080002,54.540001,53.080002,54.119999,51.125687,31444200
2022-02-28,53.799999,54.099998,53.400002,53.669998,50.700584,30593900
2022-03-01,53.500000,54.189999,53.259998,53.610001,50.643906,24693100
2022-03-02,53.669998,54.410000,53.529999,54.139999,51.144577,20712900
2022-03-03,54.380001,55.150002,54.180000,54.660000,51.635811,27577700
2022-03-04,54.430000,55.389999,54.259998,55.110001,52.060913,26913800
2022-03-07,54.750000,55.240002,54.500000,54.680000,51.654705,24962800
2022-03-08,54.959999,55.340000,53.189999,53.250000,50.303822,36526700
2022-03-09,53.720001,53.810001,53.009998,53.080002,50.143234,23049800
2022-03-10,53.000000,53.340000,52.779999,53.230000,50.284931,17501800
2022-03-11,53.360001,53.580002,53.009998,53.040001,50.105442,20838500
2022-03-14,53.430000,53.669998,52.439999,52.500000,49.595322,23124100
2022-03-15,52.689999,53.000000,52.209999,52.759998,49.840931,20477600
2022-03-16,52.869999,53.000000,51.950001,52.490002,49.585873,28500700
2022-03-17,52.480000,52.540001,52.000000,52.360001,49.463066,22931500
2022-03-18,52.119999,52.290001,50.799999,50.799999,47.989376,70390600
2022-03-21,51.369999,51.810001,50.970001,51.099998,48.272774,39892800
2022-03-22,51.189999,51.459999,50.950001,51.000000,48.178310,28676600
2022-03-23,51.049999,51.459999,50.959999,50.970001,48.149971,25988800
2022-03-24,51.040001,51.189999,50.930000,51.000000,48.178310,21087300
2022-03-25,51.060001,51.459999,50.970001,51.279999,48.442814,18765800
2022-03-28,51.360001,51.389999,50.950001,51.169998,48.338902,21688600
2022-03-29,51.320000,51.340000,50.959999,51.250000,48.414478,28193400
2022-03-30,51.220001,51.630001,51.080002,51.610001,48.754562,23821200
2022-03-31,51.660000,51.750000,50.930000,50.939999,48.121628,31027600
2022-04-01,51.020000,52.189999,50.820000,52.119999,49.236343,30550300
2022-04-04,52.020000,52.500000,51.639999,52.459999,49.557533,25793000
2022-04-05,52.200001,52.900002,52.130001,52.779999,49.859825,23150600
2022-04-06,52.810001,53.430000,52.570000,53.200001,50.256592,28661700
2022-04-07,52.450001,52.980000,52.040001,52.669998,50.361767,22790600
2022-04-08,52.730000,53.680000,52.500000,53.529999,51.184078,24852200
2022-04-11,53.869999,54.700001,53.709999,53.900002,51.537865,33614900
